Ma_bao,Kho_nguon,Kho_dich,Ngay_tao,So_don,Nguoi_xuat,Nguoi_nhap,Gio_xuat,Gio_nhap
146240567,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 01:44:27",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146242424,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 01:53:21",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146243888,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:00:04",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146245019,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:05:50",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146245790,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:10:39",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146246627,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:15:30",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146247737,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:21:23",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146249117,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:29:55",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146250149,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:36:33",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146251292,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:43:20",40,huyht14,huyht14,"2019-12-25 03:10:23","2019-12-25 03:38:49"
146252147,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 02:50:08",0,none,none,none,none
146278985,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:06:21",0,none,none,none,none
146279093,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:07:26",0,none,none,none,none
146279135,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:07:56",0,none,none,none,none
146279231,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:08:50",0,none,none,none,none
146279306,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:09:15",0,none,none,none,none
146279513,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:10:16",0,none,none,none,none
146279528,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:10:23",1,none,none,none,none
146279798,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:11:30",0,none,none,none,none
146279891,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:12:08",0,none,none,none,none
146280014,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:12:51",0,none,none,none,none
146280281,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:14:10",0,none,none,none,none
146280440,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:15:13",0,none,none,none,none
146280758,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:16:01",0,none,none,none,none
146281157,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:17:19",0,none,none,none,none
146281232,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:17:39",0,none,none,none,none
146281439,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:18:46",0,none,none,none,none
146281820,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:20:02",0,none,none,none,none
146281982,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:20:54",0,none,none,none,none
146282165,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:21:48",0,none,none,none,none
146282273,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:22:26",0,none,none,none,none
146282669,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:24:11",0,none,none,none,none
146282714,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:24:24",0,none,none,none,none
146283395,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:27:38",0,none,none,none,none
146284985,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:33:48",0,none,none,none,none
146285300,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:35:04",0,none,none,none,none
146285537,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:35:54",0,none,none,none,none
146285993,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:36:50",0,none,none,none,none
146287721,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:41:57",18,chienlt4,hieuqdt,"2019-12-25 09:57:07","2019-12-25 10:30:35"
146289857,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:50:20",0,none,none,none,none
146290511,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:53:09",0,none,none,none,none
146291456,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:56:13",0,none,none,none,none
146292212,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 09:58:40",0,none,none,none,none
146293292,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 10:01:26",10,chienlt4,hieuqdt,"2019-12-25 11:15:34","2019-12-25 11:40:36"
146302391,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 10:23:25",12,chienlt4,hieuqdt,"2019-12-25 11:15:34","2019-12-25 11:40:36"
146315726,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 10:51:10",22,chienlt4,hieuqdt,"2019-12-25 11:15:34","2019-12-25 11:40:36"
146319983,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:00:46",0,none,none,none,none
146321759,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:03:44",0,none,none,none,none
146323775,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:08:39",0,none,none,none,none
146325440,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:12:37",0,none,none,none,none
146326010,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:14:05",32,chienlt4,hieuqdt,"2019-12-25 11:17:20","2019-12-25 11:40:36"
146327030,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:16:28",1,chienlt4,hieuqdt,"2019-12-25 11:17:20","2019-12-25 11:40:36"
146327324,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 11:17:13",0,none,none,none,none
146411813,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 14:17:33",7,none,none,none,none
146413814,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 14:22:24",0,none,none,none,none
146416265,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 14:28:34",0,none,none,none,none
146428868,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:01:05",0,none,none,none,none
146434910,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:12:59",0,none,none,none,none
146435897,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:15:07",0,none,none,none,none
146439143,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:21:01",0,none,none,none,none
146442542,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:27:03",0,none,none,none,none
146445080,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:31:42",13,none,none,none,none
146448755,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:38:27",0,none,none,none,none
146451563,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:42:50",0,none,none,none,none
146453090,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:45:05",14,none,none,none,none
146454788,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:47:33",0,none,none,none,none
146456558,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:50:05",0,none,none,none,none
146457692,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:52:20",0,none,none,none,none
146457899,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:52:43",0,none,none,none,none
146458481,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:53:50",1,none,none,none,none
146459603,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:55:53",0,none,none,none,none
146461418,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 15:58:58",0,none,none,none,none
146462099,"Binh Thanh 2","BC Nguyen Cong Tru (HCM)","2019-12-25 16:00:20",0,none,none,none,none
